店名,种类,环境评分,服务评分,口味评分
巴蜀大将(IFS店),火锅,4.06,4.63,4.12
遇峰欲見火锅(交子店),火锅,4.2,4.52,4.08
绝城芋儿鸡·SINCE1990(龙王庙街总店),火锅,3.89,3.94,4.24
摆不拢?歪派市井老火锅,火锅,4.06,4.62,4.19
青柠记忆泰式海鲜火锅(群光广场店),火锅,4.83,4.87,4.67
二竺君·市井火锅,火锅,4.8,4.77,4.78
青年火锅(太古里店),火锅,3.94,4.9,4.46
蜀江龙火锅(双楠店),火锅,4.25,4.65,4.16
良牛满赞潮汕牛肉(鹭岛店),火锅,4.78,4.87,4.34
集渔·泰式海鲜火锅(时代天街店),火锅,4.12,4.28,4.18
陈皓皓老火锅(天府长城店),火锅,4.66,4.07,4.84
逸品捞财鱼·乌鱼汤锅馆,火锅,4.71,4.91,3.98
牛珍轩潮汕牛肉毛肚火锅(新都店),火锅,4.36,4.43,4.44
叁口煮市井老火锅(春熙路店),火锅,4.33,4.05,4.25
蜀江龙火锅(宽窄巷子店),火锅,4.73,4.43,4.32
谭鸭血老火锅(蜀汉路店),火锅,4.51,4.05,4.99
一把骨(宽窄巷子总店),火锅,4.69,4.41,4.31
青年火锅(川大店),火锅,4.46,4.76,4.06
蜀九香火锅(北坐标loft店),火锅,4.39,4.15,4.34
缘来南山里,火锅,4.97,4.92,4.58
麻辣空间(宽窄巷子店),火锅,4.72,4.03,4.22
大院河鲜(清水河店),火锅,4.73,4.41,4.52
里外里·沸舍,火锅,4.45,4.8,4.52
青椒鱼(温江大学城店),火锅,4.71,4.62,4.57
月满大江火锅(春熙路店),火锅,4.78,4.84,4.93
春耕野菜馆(华阳店),火锅,4.56,4.75,4.77
叁虎有料·卤煮老火锅(宽窄巷子店),火锅,4.12,4.69,4.93
正禾鲜·潮汕鲜牛肉火锅(凯德金牛店),火锅,4.56,4.65,3.96
刁俏火锅(科华店),火锅,4.52,4.42,4.95
月满大江火锅(锦城大道店),火锅,4.62,4.12,4.88
豆花火锅,火锅,4.45,4.13,3.88
电台巷火锅(科华北路店),火锅,4.41,3.93,3.9
清真·牛不比火锅(营门口店),火锅,4.78,4.58,4.13
荣胜和鲜货火锅(犀浦交大店),火锅,4.48,4.68,4.81
九宫琼林重庆老火锅,火锅,4.81,4.22,4.81
汤公汤婆·煲汤治愈所(汇锦城店),火锅,4.02,4.38,4.31
二亩二田园火锅(新都总店),火锅,4.72,4.71,3.9
李雪火锅食府(宽窄巷子总店),火锅,3.91,4.18,4.58
谭鸭血老火锅(牛市口直营店),火锅,4.96,4.63,3.9
福婶花胶鸡(仁和新城店),火锅,4.94,4.84,4.62
集渔·泰式海鲜火锅(航空港店),火锅,4.91,3.97,3.93
蜀鑫铁鸡公鲜鱼馆(玉林路旗舰店),火锅,4.67,4.26,4.84
一叶一世界藏茶蔬食火锅(锦华万达店),火锅,4.78,4.87,4.57
全家福芋儿鸡(向阳街总店),火锅,4.84,4.37,4.2
码头故事火锅(科华北路店),火锅,4.37,4,3.97
山珍菌王野菌汤,火锅,4.23,4.55,3.88
林老四牛肉火锅,火锅,4.63,4.14,4.32
城门口老火锅(天府长城店),火锅,4.38,4.02,4.88
重庆渝达老火锅(春熙路店),火锅,4.92,4.8,4.6
阿里牛肉店,火锅,3.98,4.65,4.33
辛欢喜美蛙鱼头火锅(中坝店),火锅,4.08,4.36,3.88
万物生江北老火锅,火锅,4.89,4.23,4.35
香港新记茶餐厅·花胶鸡(香槟广场店),火锅,4.36,3.91,4.15
蜀大侠火锅(少陵路店),火锅,4.93,4.74,4.49
清庐(象南里店),火锅,4.47,4.37,3.97
郑记鲜毛肚老火锅,火锅,3.91,4.72,4.52
万杰老灶火锅(光荣店),火锅,4.14,4.96,3.99
陈玲芋儿鸡(清溪店),火锅,4.32,4.97,4.04
匠岳·王宝器麻椒鱼(金沙旗舰店),火锅,3.88,4.95,4.5
芸尚山珍(邛崃三洲盛景店),火锅,4.99,3.95,4.53
杨三孃跷脚牛肉(天祥街店),火锅,4.5,4.72,4.1
川东长筷子耗儿鱼(万象润街店),火锅,4.21,4.85,4.46
川道拐耗儿鱼(旗舰店),火锅,4.08,4.2,4.12
谭鸭血老火锅(少陵路店),火锅,4.66,4.32,4.2
味之绝美蛙鱼头火锅(中坝店),火锅,3.98,4.98,4.11
匠岳·王宝器麻椒鱼(簇桥旗舰店),火锅,4.42,4.7,4.52
春春鱼董,火锅,4.84,4.92,4.14
马帮寨花卉体验式火锅(三圣乡店),火锅,3.93,4.01,4.44
陈艳红市井老火锅(天府二街店),火锅,4.45,4.65,4.45
至膳炙美·栗汤馆(鸿云悦街店),火锅,4.99,4.08,4.17
蜀大侠火锅(温江店),火锅,4.86,4.92,4.48
骉骉老火锅(铁像寺店),火锅,4.59,4.95,4.34
飘香火锅(玉林西路店),火锅,3.9,3.92,3.91
蛙师兄·炝蛙火锅(锦华万达店),火锅,4.2,4.65,4.61
蛙蛙鸡冷锅鱼(驷马桥店),火锅,4.41,4.19,4.16
芝生堂鲜汤锅(中铁艺术城店),火锅,3.96,4.12,4.76
老香公肥肠跑山鸡,火锅,4.93,4.43,4.86
宽坐(宽巷子店),火锅,4.12,4.55,4.27
老班长火锅(翡翠城总店),火锅,4.41,4.01,3.9
蜀镇老火锅(新北店),火锅,4.86,4,4.59
打台面老火锅(红光店),火锅,4.78,3.91,4.86
大河鱼村河鲜自助火锅(白水河冷锅鱼精品店),火锅,3.91,4.35,3.98
林婆婆跷脚牛肉,火锅,4.59,4.86,4.95
巴色鱼捞(双楠直营店),火锅,4.39,4.98,4.32
喜庭·吉布鲁概念店(环球中心店),火锅,4.18,4.2,4.39
锅首老火锅(华阳店),火锅,4.82,4.95,4.2
醉资格老火锅(银泰城店),火锅,3.92,4.51,3.98
大牛合潮汕鲜牛肉火锅(金沙店),火锅,4.55,4.23,4.76
川麻·九宫格老火锅,火锅,4.67,4.2,4.19
大梦新食代火锅,火锅,4.41,4.96,4.23
海盗船海鲜大咖(直营总店),火锅,3.91,4.15,4.14
徐记君味老火锅(银泰城直营店),火锅,4.69,4.27,4.01
谭鸭血老火锅(天府三街直营店),火锅,4.71,4.35,4.33
里巷(喜蜗分店),火锅,4.23,4.82,4.34
何平舅舅街市火锅(中坝舅舅家),火锅,4.07,3.96,4.77
七星椒火锅(草堂店),火锅,4,4.79,4.29
老船夫石锅苗苗鱼,火锅,4.4,4.4,4.65
神仙兔火锅(科华店),火锅,4.93,4.73,4.82
青年火锅,火锅,4.28,4.07,4.17
赞花婆鲜兔辣卤火锅,火锅,4.5,4.64,4.1
杨厨雄起中和兔,火锅,4.01,4.03,4.63
椰绿沙白椰子鸡(世豪店),火锅,4.78,4.51,4.19
袁老四老火锅(太古里二店),火锅,4.78,4.6,4.24
青城高原牦牛汤总店,火锅,4.64,4.37,4.39
竹园火锅兔,火锅,4.26,4,4.91
北平楼,火锅,4.84,4.62,3.88
龙门飞鱼美蛙鱼头火锅(春熙店),火锅,4.84,4.66,4.08
水碾河刘老大串串香,火锅,4.96,4.3,4.35
画里鲜火锅(双流银河路店),火锅,4.97,4.06,4.38
重庆乌鱼片,火锅,3.88,4.93,4.54
味之绝美蛙鱼头火锅(高新店),火锅,4.53,4.97,4.46
马帮寨院坝火锅(龙港公园店),火锅,4.19,4.43,4.45
老夏老火锅(西安南路总店),火锅,4.18,4.12,4.73
集渔·泰式海鲜火锅(崇州店),火锅,4.27,4.98,4.73
红盔甲小龙虾·鲍鱼花胶鸡(锦华万达店),火锅,4.37,4.62,4.63
蛙蛙鸡冷锅鱼(万象城店),火锅,4.79,4.3,4.25
三有缘兔鱼火锅,火锅,4.25,3.9,4.82
重庆砂锅鳝鱼火锅(二十年良心配方),火锅,4.26,4.63,4.61
打台面老火锅(九里堤店),火锅,4.4,4.99,4.37
谭鸭血老火锅(银泰城店),火锅,4.51,4.11,4.59
陈记顺和牛肉店(紫荆店),火锅,4.68,4.69,4.41
百宗杀牛场原味火锅(科华店),火锅,4.06,4.54,4.89
码头故事火锅(郫县红光店),火锅,4.45,4.24,4.06
曼柠香泰式海鲜火锅,火锅,4.54,4.35,4.38
直白火锅(石人店),火锅,3.87,4.16,4.92
四川皇三爷火锅(全国总店),火锅,4.23,4.39,4.29
大榛·卤菜火锅(太古里店),火锅,4.53,4.67,4.9
玺鼎秘制板栗养生鸡(府城大道店),火锅,4,4.83,4.53
毛燥原味老火锅(华阳店),火锅,4.3,4.24,4.78
得福火锅先生老火锅(锦里东路店),火锅,4.01,4.85,4.09
三只耳火锅(玉双店),火锅,3.88,4.14,4.65
巴蜀印象火锅(高新区店),火锅,4.6,3.92,4.08
重庆赵二老火锅(天府三街店),火锅,4.22,4.15,4.47
红社老味火锅,火锅,4.36,4.89,4.32
蜀大侠火锅(龙泉店),火锅,4.73,4.11,4.17
宴遇炭火蛙锅(银泰城店),火锅,4.91,4.62,4.79
大龙燚火锅(外双楠店),火锅,4.4,4.98,4.31
彭记兔火锅,火锅,4.19,4.9,4.63
岫云村汤馆,火锅,4.93,4.56,4.65
鼎火老火锅(水碾河店),火锅,4.92,4.06,4.55
九星格老火锅(太古里店),火锅,4.72,4.18,4.84
斗鸡饭场伙(新城市广场店),火锅,4.96,4.1,4.86
香坝坝鲜鱼火锅(金沙店),火锅,4.66,3.89,3.95
青年火锅(科华店),火锅,4.46,4.31,4.95
阿牛小院市井火锅(五大花园店),火锅,4.13,4.09,4.47
台新石头火锅(温江店),火锅,4.95,4.89,4.56
嗨顿串串·不数签签(宽窄巷子店),火锅,3.82,4.08,3.72
石锅苗苗鱼(新津店),火锅,4.6,4.12,4.17
混江湖市井火锅(宽窄巷子总店),火锅,4.73,4.78,4.55
蜀九香火锅(迎宾店),火锅,4.81,4.2,4.42
阿喜牛肉,火锅,4.91,4.07,4.46
赤地火锅,火锅,4.61,3.91,4.36
卤力拼卤味火锅(建设路总店),火锅,4.14,4.5,4.13
囍辣火锅(魁星楼店),火锅,4.93,3.88,4.91
叁口煮市井老火锅(南门旗舰店),火锅,3.95,4.44,4.73
贰肥老火锅,火锅,4.71,4.35,4.39
蛙蛙鸡冷锅鱼,火锅,3.89,4.39,4.01
蜀鲜汇鲜活火锅,火锅,4.66,4.6,4.93
三只耳火锅(倪家桥店),火锅,4.44,4.13,4.37
大嘴霸王排骨汤锅(棕北直营店),火锅,4.78,4.11,4.55
黎黎深夜火锅(祥和里店),火锅,4.46,4.97,4.36
皇味牛肉养生黄牛肉生态汤锅(建设北路店),火锅,4.39,4.21,4.58
打铜街火锅,火锅,4.53,4.87,3.91
渝大狮老火锅(成都旗舰店),火锅,4.5,4.02,4.5
鱼摆摆(万年场店),火锅,4.21,3.92,3.89
川道拐耗儿鱼(琉璃店),火锅,4.12,3.97,4.61
春熙里老火锅(春熙总店),火锅,4.79,4.65,4.56
打台面老火锅(新北店),火锅,4.69,4.91,4.8
芝生堂鲜汤锅(象南里店),火锅,4.85,4.8,4.94
老门坎石锅鱼(东华巷店),火锅,4.22,4.3,4.28
良牛满赞潮汕牛肉(高新店),火锅,4.11,4.77,4.16
渔家铺子·河鲜馆(水碾河店),火锅,3.88,4.45,4.49
鸿社麻辣烫(华阳直营店),火锅,4.91,4.07,4.36
吴系打边炉(远洋太古里店),火锅,3.89,4.51,4.87
蜀中吴养生板栗鸡(金阳路店),火锅,4.83,4.09,3.9
观音桥老火锅(包家巷店),火锅,4.92,4.32,4.27
马老二香霸鱼坊(可左可右店),火锅,4.53,4.06,4.25
直白火锅(锦江店),火锅,4.81,4.72,4.49
四公里火锅,火锅,4.12,4.61,4.81
龙幺妹老火锅(锦华万达店),火锅,4.6,4.78,4.9
符缸老坛子酸菜竹笋鸡(简阳店),火锅,4.92,4.3,4.47
轩货养身花胶鸡(龙泉店),火锅,3.89,4.55,4.8
小龙坎火锅(世纪城城市精品店),火锅,4.57,4.59,4.32
乐市火锅,火锅,4.18,4.42,3.98
徐记君味老火锅(五大花园概念店),火锅,3.95,4.39,4.63
天古一级海鲜自助烤肉,火锅,4.1,4.4,4.03
味之绝热血美蛙鱼(青羊优品道店),火锅,4.23,4.72,4.42
张记木桶鱼(玉林店),火锅,4.38,3.99,4.44
集渔·泰式海鲜火锅(邛崃店),火锅,4.59,4.29,4.45
蜀山·巅峰火锅,火锅,4.5,4.13,4.23
至膳炙美·贡味栗汤馆(世茂店),火锅,4.41,4.51,4.31
新食界火锅兔,火锅,4.57,4.17,4.66
啥子老火锅(中粮鸿云总店),火锅,4.47,4.15,4.21
川太子卤味老火锅(高新店),火锅,4.13,4.61,4.45
牛氏集团牛杂火锅,火锅,3.99,4.19,4.5
老幺妹火锅(科华店),火锅,3.97,4.53,4.76
荣寿喜烧和牛火锅专门店(大悦城店),火锅,4.69,4,4.63
岳老五蜀味轩美蛙火锅自助,火锅,4.13,3.94,4.23
泥巴小院市井火锅(锦华店),火锅,3.93,4.62,4.66
三先生火锅店(太升店),火锅,4.81,4.9,3.94
椰绿沙白椰子鸡(金牛万达店),火锅,4.04,4.74,4.58
重庆邓毛肚火锅(高新5店),火锅,4.26,4.57,4.44
巴色鱼捞(春熙直营店),火锅,4.16,4.05,4.94
道家秘制.私房酸汤鱼(青城山店),火锅,3.91,4.42,4.12
红堂老派火锅,火锅,3.89,4.74,4.41
小龙坎老火锅(马鞍店),火锅,4.89,4.74,4.01
酱烧兔特色火锅,火锅,4.03,4.66,4.09
鱼香四季品质自助河鲜火锅(光华店),火锅,4.06,4.52,4.78
成南?独食火锅,火锅,4.51,4.57,3.97
龙跃大江脆鹅肠火锅(天府三街店),火锅,4.17,4.95,4.08
味之绝美蛙鱼头火锅(天缘路店),火锅,4.4,4.73,4.13
枫食记牦牛肉馆,火锅,4.71,4.14,4.76
烧火铺·即享火锅(桐梓林店),火锅,4.47,4.09,4.23
牛珍轩潮汕牛肉火锅,火锅,3.96,4.72,3.92
高记生鱼(河滨映像店),火锅,3.91,4.37,3.99
川倒拐耗儿鱼(玉林店),火锅,4.93,4.24,4.85
仁和春天美食荟(仁和春天广场店),火锅,4.77,4.92,3.98
山下五厨火锅酒馆(中海国际店),火锅,4.6,4.63,4.8
陈玲芋儿鸡(琉璃店),火锅,4.13,4.2,4.07
集渔·泰式海鲜火锅(简阳店),火锅,4.88,4.96,4.43
登打士花胶鸡椰子鸡,火锅,4.02,4.19,4.6
虾子火锅(吾悦广场店),火锅,4.63,3.88,4.46
大妙火锅(东郊记忆店),火锅,4.67,4.82,4.03
李长清三大炮本味火锅(创始店),火锅,4.84,4.56,3.99
巴色鱼捞(468店),火锅,4.14,4.18,3.9
旮旮角角老火锅,火锅,3.96,4.39,3.97
三皮的鱼(建设路店),火锅,4.92,4.6,4.86
虾吃虾涮虾火锅(金牛万达店),火锅,4.23,4.89,4.64
大嘴霸王排骨汤锅(双楠直营店),火锅,4.1,3.95,3.89
码头故事火锅(蜀汉路店),火锅,4.66,4.73,4.01
小霸煮暴走龙虾·花胶鸡(财富又一城店),火锅,4.68,4.61,4.91
逍遥农庄,火锅,4.46,4.83,4.73
福婶花胶鸡(大悦城店),火锅,4.78,4.95,4.43
舟小渔美蛙鱼头(交大直营店),火锅,4.04,4.7,4.53
得福火锅先生老火锅(高新总店),火锅,3.87,4.22,4.98
大头火锅,火锅,4.42,4.79,4.48
香天下火锅(紫荆店),火锅,4.89,4.63,4.98
金芙蓉耗儿鱼·汤锅干锅馆(太古里店),火锅,4.09,4.08,4.47
小龙坎老火锅(交大店),火锅,4.21,4,4.61
张麻哥牛杂火锅食堂(蛟龙港店),火锅,4.77,4.09,4.48
火财老火锅(金沙店),火锅,4.66,3.97,4.98
四喜青菜元子,火锅,4.58,3.96,4.53
老码头火锅(建发鹭洲里店),火锅,3.88,3.99,4.5
成门捞月鸭肠火锅(驿泉路店),火锅,4.58,4.12,4.23
江湖火锅(温江店),火锅,4.72,4.07,4.14
一带一炉港式打边炉·打冷·花胶鸡(世纪城店),火锅,4.72,4.03,4.71
食坊居,火锅,4.28,4.78,3.92
爱客得海鲜自助烤肉·涮涮锅(春熙路店),火锅,4.21,3.92,4.56
味甄海鲜汤锅(大邑店),火锅,4.07,3.97,4.18
耙土豆老火锅(清江西路店),火锅,4.6,4.12,4.09
谭鸭血老火锅(中坝店),火锅,4.61,4.1,4.65
杨三孃跷脚牛肉(动物园店),火锅,4.71,4.24,4.42
三牦记·牛肉火锅(炜岸城店),火锅,4.85,4.77,4.31
渔乐空间·生态鲜鱼火锅(铁像寺店),火锅,4.2,3.89,4.07
爱妻牛排火锅(衣冠庙店),火锅,4.09,4.71,4.11
苏梅3.0·海鲜火锅私厨(温江总店),火锅,4.4,4.06,4.92
龍一海鲜酒楼,火锅,4.71,4.94,4.28
捞道捞·火锅(宽窄巷子店),火锅,4.87,4.3,3.56
椒香城門口老火锅(蜀汉路店),火锅,4.05,4.65,4.67
迷失火锅,火锅,4.31,4.84,4.95
银滩鲍鱼火锅(桐梓林店),火锅,4.64,4.72,4.57
大味火锅(宽窄巷子旗舰店),火锅,4.59,3.93,4.83
渝宗火锅(汇锦城店),火锅,4.86,3.95,4.45
蜀镇鲜货火锅(天街店),火锅,4.71,3.92,4.24
味蜀吾·沸腾三国火锅,火锅,4.96,3.97,4.55
鸿社重庆老火锅,火锅,4.81,4.23,4.04
得福火锅先生老火锅(银泰城店),火锅,4.51,4.27,4.39
五颜小豆米蔬食火锅,火锅,4.02,4.94,3.89
锅锅九市井火锅(万科理想城店),火锅,4.06,4.17,4.67
蜀锦香厕所串串(高升桥总店),火锅,4.47,4.43,3.96
香园自助小火锅,火锅,4.67,4.09,4.14
味之绝热血美蛙鱼头(新城市店),火锅,4.44,4.39,4.33
荣胜和鲜货火锅(总店),火锅,4.95,4.12,4.61
高记生鱼(金沙西单店),火锅,4.52,3.91,4.53
匠岳·王宝器麻椒鱼(八宝街概念店),火锅,4.35,4.97,4.29
煌记猪肚鸡(清江西路店),火锅,4.19,4.67,4.51
青柠记忆泰式海鲜火锅(金楠天街店),火锅,3.91,4.18,4.49
小龙坎老火锅(华阳店),火锅,4.77,4.46,4.77
大龙燚火锅(马鞍北路店),火锅,4.5,4.85,4.1
芝生堂鲜汤锅(汇锦城店),火锅,4.71,4.35,4.09
道青城·道家文化火锅(青城山店),火锅,4.31,4.73,3.9
全记广州大排档(玉林店),火锅,4.21,4.59,3.98
得福火锅先生老火锅(天久巷店),火锅,4.97,4.49,4.91
小龙坎老火锅(八宝街新闻主题店),火锅,4.94,4.22,4.71
渝家铺集市火锅(形象总店),火锅,4.05,4.76,4.91
金麒麟兔火锅,火锅,4.26,4.43,4.06
胡同涮肉(鹭洲里店),火锅,4.99,4.58,4.51
味之绝美蛙鱼头火锅(银泰城店),火锅,3.99,3.97,4.59
竹叶涮肉坊(成都店),火锅,4.83,4.42,4.13
炙木寿喜锅(紫荆店),火锅,4.05,4.33,4.57
喜三孃老火锅,火锅,4.04,4.87,4.5
南岸美村.中餐厅,火锅,3.89,4.65,4.54
芭夯兔(金沙店),火锅,4.54,4.89,4.92
味之绝美蛙鱼头(奥克斯店),火锅,4.71,3.93,4.77
彩云南天麻火腿鸡(龙湖时代天街店),火锅,4.93,4.09,4.22
城门口老火锅(复城国际店),火锅,4.13,4.35,4.04
疯味美蛙鱼头火锅(百悦城店),火锅,4.38,4.58,4.91
月满大江火锅(文殊坊店),火锅,4.23,4.74,4.86
钢管厂五区小郡肝串串香(新会展旗舰店),火锅,3.93,4.07,4.17
牛厨坊传统潮汕牛肉火锅(南城都汇店),火锅,4.9,3.98,4.52
醉码头火锅(春熙路店),火锅,4.76,4.22,4.37
妙厨老爹泉水蒸汽石锅鱼(江安路店),火锅,4.58,4.76,4.38
抚琴全牛油火锅(抚琴店),火锅,4.58,4.9,4.81
味之绝美蛙鱼头火锅(金沙店),火锅,4.12,4.26,4.48
凤望龙门老火锅(银泰城店),火锅,3.88,4.22,4.79
卤力拼卤味火锅(奥克斯店),火锅,4.55,4.06,4.8
巴蜀懒人火锅(万年场店),火锅,4.17,4.13,4.09
名善山珍(文殊院店),火锅,4.89,4.26,3.9
巴色鱼捞(汇锦城直营店),火锅,4.8,4.95,4.54
大嘴霸王排骨汤锅(建设直营店),火锅,4.36,3.91,4.58
火糊涂·如醉火锅,火锅,4.5,4.05,4.41
阿廖家私房泰式海鲜火锅(四年匠心店),火锅,4.58,4.36,4.14
外婆家汤锅馆(国色天乡店),火锅,4.89,3.95,3.92
掌纹锅的店,火锅,4.41,4.02,4
集渔·泰式海鲜火锅(双流店),火锅,4.17,4.3,4.26
青柠记忆泰式海鲜火锅(万科天荟店),火锅,3.93,3.95,3.97
重口味?重庆老火锅,火锅,3.91,3.96,4.74
大龙传承火锅(龙泉驿店),火锅,4.65,4.7,4.25
蜀锦嬉全日制自助餐厅,自助餐,4.91,4.21,4.96
飞火令.西昌火盆自助烤肉(润扬双铁店),自助餐,4.47,4.31,4.51
鱼来鱼往河鲜自助火锅(簇桥店),自助餐,4.89,2.96,4.25
蚝英雄·自助烤蚝(建设路店),自助餐,3.99,4.6,4.57
烤宴楼海鲜烤肉自助(西村店),自助餐,4.15,4.38,4.26
协信中心希尔顿厨艺全日餐厅,自助餐,4.08,4.06,4.66
绿道烧烤罗家巷子休闲庄自助烧烤烤肉,自助餐,4.39,4.76,4.8
成都东大明宇豪雅饭店·汇景全日制餐厅,自助餐,4.93,4.42,4.28
凉山好汉自助西昌烧烤(太古里店),自助餐,4.2,4.28,4.25
四海一家(仁恒置地广场店),自助餐,4.08,3.89,4.09
江南道自助烤肉,自助餐,4.28,4.63,4.64
白鹭湾湿地公园自助烧烤(三圣乡店),自助餐,3.73,3.03,3.56
西藏饭店·亚克·食光自助餐厅,自助餐,4.73,4,4.27
川吾壁火烤肉,自助餐,4.17,4.65,4.84
玉子一乐烤肉店,自助餐,4.54,3.99,4.66
雍容荟海鲜自助餐(苏宁城市奥莱店),自助餐,4.35,4.32,4.6
绿道烧烤四季小院自助烧烤烤肉,自助餐,4.09,4.67,4.35
Mr·Fish鱼鲜生海鲜放题,自助餐,4.71,4.53,4.64
火知焰自助炭烤,自助餐,4.16,4.75,4.31
芷汀小院庭院烤肉(鱼凫路店),自助餐,4.67,4.44,4.46
夏威夷全球海鲜姿造,自助餐,4.05,4.41,4.13
千里烤肉火锅(万年场店),自助餐,4.68,4.43,4.37
西昌自助火盆烧烤,自助餐,4.3,4.82,3.89
紫薇苑农家乐,自助餐,4.81,4.47,4.06
彝家自助无烟烧烤,自助餐,4.14,4.63,4.48
339旋转餐厅,自助餐,4.76,4.95,4.18
张孃烤肉(八宝街店),自助餐,4.19,4.9,4.82
上宴精品海鲜姿造(太古里晶融汇旗舰店),自助餐,4.98,4.73,4.68
靓蚝阁·自助烤蚝店(酒水畅饮),自助餐,4.78,4.15,4.78
蚝大侠自助烤生蚝烤肉(青羊万达店),自助餐,4.51,4.7,3.92
炙嫩部落自助烤吧(铁像寺店),自助餐,4.43,4.19,4.12
飞火令.西昌火盆自助烤肉(都江堰店),自助餐,4.69,4.36,4.31
费尔顿大酒店餐厅,自助餐,4.36,4.35,3.98
蓝色房子烧烤派对定制(三圣乡店),自助餐,4.13,4.65,4.94
山餐花园餐厅,自助餐,4.68,4.52,4.5
成都尊悦豪生酒店·自助餐,自助餐,4.7,4.6,4.55
凯菲厅·全日自助餐厅,自助餐,4.94,4.51,4.62
流口水自助烧烤,自助餐,4.26,4.13,4.85
馋道自助烤肉(温江大湾店),自助餐,4.01,4.92,4.74
小炉哥自助石棉烤肉(华府大道店),自助餐,4.58,4.55,3.89
乐山锅盖烤肉,自助餐,4.27,4.72,4.55
韩吉烤肉·牛排海鲜自助(龙湖.金楠天街店),自助餐,4.33,4.94,3.93
望江宾馆·普吉岛餐厅,自助餐,4.12,4.77,4.75
蜀中烤霸(郫都店),自助餐,4.87,4.6,4.8
新希望高新皇冠·花岸餐厅,自助餐,4.31,4.82,2.91
蚝时代自助烤蚝店,自助餐,4.28,3.9,4.36
上井精致料理(环球中心店),自助餐,3.98,4.21,4.03
香茅着火·欢乐海鲜(西村店),自助餐,4.86,4.01,4.31
凉山好汉自助西昌烧烤(温江店),自助餐,4.22,4.61,4.86
书芙蓉舒食小火锅(银泰城店),自助餐,4.57,4.21,4.44
飞火令·西昌火盆自助烤肉(大丰店),自助餐,4.56,3.97,4.43
村子哩·自助烤肉,自助餐,4.72,4.77,4.68
正忆品海鲜牛排烤肉自助旗舰店,自助餐,4.62,4.55,4.26
重庆老船夫冷锅鱼(新街里店),自助餐,4.01,4.16,3.95
万达瑞华酒店美食汇,自助餐,3.45,4.86,3.52
蜀宴烤全羊.自助烧烤柴火鸡(三圣乡店),自助餐,4.27,4.66,4.88
韩呈一品韩式自助,自助餐,4.28,4.14,3.98
